first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook,youtube_url
Doug,LaMalfa,L000578,rep,Republican,CA,2025-01-03,2027-01-03,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,RepLaMalfa,1069124515.0,repdouglamalfa,,RepLaMalfa,https://www.youtube.com/channel/UCUzz1XDn862fxirervSB2Yw
Kathy,Castor,C001066,rep,Democrat,FL,2025-01-03,2027-01-03,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,USRepKCastor,1880674038.0,usrepkathycastor,,USRepKathyCastor,https://www.youtube.com/channel/UC_irxhmLqVenTFPxDxznG6g
Mark,Pocan,P000607,rep,Democrat,WI,2025-01-03,2027-01-03,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,RepMarkPocan,1206227149.0,repmarkpocan,1422301608.0,repmarkpocan,https://www.youtube.com/channel/UCz5b47WER_u3dUGV_Zi70dQ
Juan,Vargas,V000130,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,RepJuanVargas,1260172386.0,repjuanvargas,,RepJuanVargas,https://www.youtube.com/channel/UCpMthf8y7bEMJH_td0dznRQ
Julia,Brownley,B001285,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,RepBrownley,1243902714.0,RepBrownley,,RepJuliaBrownley,https://www.youtube.com/channel/UCFrC4Ouk5R6xQztS9PZin_A
Thomas,Massie,M001184,rep,Republican,KY,2025-01-03,2027-01-03,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,RepThomasMassie,975200486.0,repthomasmassie,,RepThomasMassie,https://www.youtube.com/channel/UCpmXOtvvXC3GE8o9VxYNK7g
Robin,Kelly,K000385,rep,Democrat,IL,2025-01-03,2027-01-03,,UCLhcNPX2nNQLNzwKW0nEykg,RepRobinKelly,1339931490.0,reprobinkelly,,reprobinkelly,https://www.youtube.com/channel/UCLhcNPX2nNQLNzwKW0nEykg
Joyce,Beatty,B001281,rep,Democrat,OH,2025-01-03,2027-01-03,,UCtVl3kb7Xvt3pY7l6x-M6LA,RepBeatty,1531521632.0,repbeatty,554027718.0,RepJoyceBeatty,https://www.youtube.com/channel/UCtVl3kb7Xvt3pY7l6x-M6LA
Jason,Smith,S001195,rep,Republican,MO,2025-01-03,2027-01-03,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,RepJasonSmith,1623308912.0,,,repjasonsmith,https://www.youtube.com/channel/UCzj9-27Lr4gcqopmZAobXXg
Christopher,Smith,S000522,rep,Republican,NJ,2025-01-03,2027-01-03,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,,repchrissmith,,RepChrisSmith,https://www.youtube.com/channel/UCtCNUDo3-I1gsd_03ppDfZg
Katherine,Clark,C001101,rep,Democrat,MA,2025-01-03,2027-01-03,,UCgaI52w7QKI8LtkSeCCmSuw,RepKClark,2293131060.0,repkclark,,CongresswomanClark,https://www.youtube.com/channel/UCgaI52w7QKI8LtkSeCCmSuw
Dan,Newhouse,N000189,rep,Republican,WA,2025-01-03,2027-01-03,,UCllbsv_aoIaPS6W3aSonZlw,RepNewhouse,2930635215.0,repnewhouse,,RepNewhouse,https://www.youtube.com/channel/UCllbsv_aoIaPS6W3aSonZlw
Barry,Loudermilk,L000583,rep,Republican,GA,2025-01-03,2027-01-03,,UC2Kfw8fjca8k3w3KpzL5tNg,RepLoudermilk,2914163523.0,RepLoudermilk,,reploudermilk,https://www.youtube.com/channel/UC2Kfw8fjca8k3w3KpzL5tNg
